chr	start	end	strand	Gene_symbol
chr13	27844658	27845525	+	RASL11A
chr13	27998586	27999178	+	GTF3A
chr13	28024165	28025278	-	MTIF3
chr13	28194183	28196249	+	POLR1D
chr13	28365545	28365785	+	GSX1
chr13	28494001	28496099	+	PDX1
chr13	28527755	28528996	+	LINC00543
chr13	28542221	28543544	-	CDX2
chr13	28674227	28675170	-	FLT3
chr13	28712176	28713453	+	PAN3
chr13	29067788	29069977	-	FLT1
chr13	29233148	29233513	+	POMP
chr13	29292670	29293329	-	SLC46A3
chr13	30168901	30170246	-	SLC7A1
chr13	30423921	30424941	-	UBL3
chr13	30880899	30881939	-	KATNAL1
chr13	30995685	30995947	-	LINC01058
chr13	31191511	31192189	+	USPL1
chr13	31377145	31377493	+	LINC00398
chr13	31480272	31481105	+	MEDAG
chr13	31735109	31736670	-	HSPH1
chr13	31773919	31775034	+	B3GLCT
chr13	32420630	32421274	+	EEF1DP3
chr13	32605320	32605903	+	FRY
chr13	32885424	32885662	-	ZAR1L
chr13	32889533	32889900	+	BRCA2
chr13	33001249	33002078	-	N4BP2L1
chr13	33160284	33160913	+	PDS5B
chr13	33589928	33591428	+	KL
chr13	34392127	34392493	+	RFC3
chr13	36049570	36050159	+	NBEA
chr13	36705040	36705707	-	DCLK1
chr13	36788414	36789038	-	SOHLH2
chr13	36871667	36872059	-	CCDC169
chr13	36919737	36921004	+	SPG20-AS1
chr13	37005581	37006453	+	CCNA1
chr13	37247949	37248463	+	SERTM1
chr13	37393213	37394092	+	RFXAP
chr13	37493896	37494752	-	SMAD9
chr13	37573273	37573612	-	ALG5
chr13	37574792	37575223	+	EXOSC8
chr13	37633395	37633966	-	SUPT20H
chr13	38443682	38444228	-	TRPC4
chr13	38923957	38924413	+	UFM1
chr13	39261236	39262299	+	FREM2
chr13	39611688	39612116	+	NHLRC3
chr13	40176849	40177576	-	LHFP
chr13	40229743	40230181	+	COG6
chr13	41238500	41241750	-	FOXO1
chr13	41345062	41345570	-	MRPS31
chr13	41363435	41364319	+	SLC25A15
chr13	41495776	41496213	-	TPTE2P5
chr13	41634172	41636120	+	WBP4
chr13	41706202	41707120	+	LOC101929140
chr13	41767827	41768762	-	KBTBD7
chr13	41885251	41886196	+	NAA16
chr13	42030913	42032667	+	RGCC
chr13	42534880	42535461	+	VWA8-AS1
chr13	42614178	42615650	+	DGKH
chr13	42621745	42623038	+	DGKH
chr13	42845853	42846807	+	AKAP11
chr13	43148277	43149282	+	TNFSF11
chr13	43566074	43566508	-	EPSTI1
chr13	43597504	43597856	+	DNAJC15
chr13	44359858	44361696	-	ENOX1
chr13	44453207	44454295	+	LACC1
chr13	44715873	44716242	+	SMIM2-AS1
chr13	44947371	44948443	+	SERP2
chr13	45011151	45011395	-	TSC22D1
chr13	45149970	45152288	+	TSC22D1-AS1
chr13	45563288	45564002	+	GPALPP1
chr13	45694522	45694966	+	GTF2F2
chr13	45914617	45915656	+	TPT1-AS1
chr13	45991974	45992591	+	SLC25A30-AS1
chr13	46038953	46039681	+	COG3
chr13	46626454	46627019	+	CPB2-AS1
chr13	46960684	46961670	-	KIAA0226L
chr13	47126970	47128706	+	LRCH1
chr13	47370763	47371484	-	ESD
chr13	48575080	48575575	-	SUCLA2
chr13	48611646	48612268	+	NUDT15
chr13	48668845	48669392	-	MED4
chr13	48806982	48807948	+	ITM2B
chr13	48877459	48878501	+	RB1
chr13	49106411	49107463	-	RCBTB2
chr13	49549822	49551042	+	FNDC3A
chr13	49794125	49795542	+	MLNR
chr13	49821925	49822703	+	CDADC1
chr13	50018121	50018738	+	SETDB2-PHF11
chr13	50070022	50070719	+	PHF11
chr13	50159386	50160106	-	RCBTB1
chr13	50265224	50265598	-	EBPL
chr13	50366060	50367303	-	KPNA3
chr13	50509944	50511198	-	SPRYD7
chr13	50570375	50571643	+	TRIM13
chr13	50655281	50656408	+	DLEU1
chr13	50697984	50702286	-	DLEU2
chr13	51417371	51418149	-	DLEU7
chr13	51483747	51484591	+	RNASEH2B
chr13	51796492	51796888	+	FAM124A
chr13	52025691	52027946	+	INTS6-AS1
chr13	52158056	52159235	+	WDFY2
chr13	52377821	52378573	-	DHRS12
chr13	52585314	52586567	+	ALG11
chr13	52702773	52703387	+	LOC101929657
chr13	52733378	52733861	-	NEK3
chr13	52768295	52768854	-	MRPS31P5
chr13	52908103	52908505	+	LOC103191607
chr13	52979999	52980586	-	THSD1
chr13	53024155	53024938	-	VPS36
chr13	53029194	53030128	+	CKAP2
chr13	53063034	53063436	+	TPTE2P3
chr13	53191405	53191872	+	HNRNPA1L2
chr13	53226382	53226960	+	SUGT1
chr13	53313127	53314045	-	LECT1
chr13	53419897	53422872	-	PCDH8
chr13	57714971	57715304	+	PRR20D
chr13	57728114	57728447	+	PRR20A
chr13	57734685	57735018	+	PRR20C
chr13	57741250	57741583	+	PRR20E
chr13	58206526	58208930	+	PCDH17
chr13	60737660	60738285	-	DIAPH3
chr13	60970403	60972045	+	TDRD3
chr13	64418434	64418679	-	LOC102723968
chr13	67804593	67805459	-	PCDH9
chr13	70681732	70682219	+	ATXN8OS
chr13	73301230	73302154	+	BORA
chr13	73355703	73356612	+	PIBF1
chr13	73632860	73634370	+	KLF5
chr13	74708001	74709601	-	KLF12
chr13	76055077	76056799	-	TBC1D4
chr13	76111673	76112044	-	COMMD6
chr13	76123438	76124268	+	UCHL3
chr13	76209540	76211213	+	LMO7
chr13	77459322	77461099	-	KCTD12
chr13	77566089	77566599	+	CLN5
chr13	77600570	77601428	-	FBXL3
chr13	77900504	77901140	-	MYCBP2
chr13	78271801	78272906	+	SLAIN1
chr13	78492425	78493382	-	EDNRB
chr13	79175610	79177985	-	POU4F1
chr13	79232822	79233417	-	RNF219
chr13	79980004	79980723	+	RBM26-AS1
chr13	80055066	80055713	+	NDFIP2
chr13	80913157	80913461	-	SPRY2
chr13	80914013	80915574	-	SPRY2
chr13	88323569	88324640	+	SLITRK5
chr13	91999541	92001441	+	MIR17HG
chr13	92051153	92051716	+	GPC5
chr13	93879245	93880877	+	GPC6
chr13	95248288	95248672	-	TGDS
chr13	95253814	95254569	+	GPR180
chr13	95359641	95359874	-	LOC101927248
chr13	95363152	95366051	+	SOX21-AS1
chr13	95953337	95954211	-	ABCC4
chr13	96086047	96086276	+	CLDN10
chr13	96204691	96205496	+	CLDN10
chr13	96296143	96297059	-	DZIP1
chr13	96328868	96329946	+	DNAJC3
chr13	96705229	96705909	-	UGGT2
chr13	96742138	96744162	+	HS6ST3
chr13	97646394	97646737	-	OXGR1
chr13	98085220	98087119	+	RAP2A
chr13	98794398	98796241	+	FARP1
chr13	98828563	98829385	-	RNF113B
chr13	99228319	99229576	-	STK24
chr13	99404482	99405103	-	SLC15A1
chr13	99738331	99740225	+	DOCK9-AS2
chr13	99852386	99853552	+	UBAC2
chr13	100150692	100151020	-	LINC01232
chr13	100153365	100154138	+	TM9SF2
chr13	100258708	100259220	+	CLYBL
chr13	100608122	100609686	-	LOC101927437
chr13	100620241	100624348	-	ZIC5
chr13	100631752	100635526	+	ZIC2
chr13	100649322	100650388	-	LINC00554
chr13	100740956	100741805	+	PCCA
chr13	101240689	101241226	-	GGACT
chr13	101326329	101327723	-	TMTC4
chr13	102068116	102069258	-	NALCN
chr13	102568425	102569495	-	FGF14
chr13	103046680	103047226	+	FGF14-AS2
chr13	103248813	103249992	+	TPP2
chr13	103425298	103426887	-	TEX30
chr13	103450877	103453216	+	BIVM
chr13	103498100	103498763	+	ERCC5
chr13	107186468	107189024	-	EFNB2
chr13	107219926	107220664	-	ARGLU1
chr13	108518334	108518633	-	FAM155A
chr13	108867107	108867364	-	LIG4
chr13	108870502	108871328	+	ABHD13
chr13	110434466	110440180	-	IRS2
chr13	110958891	110960590	+	COL4A2
chr13	111213589	111214477	-	RAB20
chr13	111267780	111268778	+	CARKD
chr13	111358080	111358894	-	CARS2
chr13	111364718	111368530	+	ING1
chr13	111464738	111465988	-	LINC00567
chr13	111566486	111568366	-	ANKRD10
chr13	111805638	111806531	+	ARHGEF7
chr13	112547458	112548130	+	LINC00354
chr13	112627428	112627642	+	LINC00403
chr13	112720564	112723582	+	SOX1
chr13	112758598	112760491	+	LINC00403
chr13	112984966	112985733	-	LINC01044
chr13	113241711	113241925	-	TUBGCP3
chr13	113343853	113345188	+	ATP11A
chr13	113410004	113410362	-	ATP11A-AS1
chr13	113622737	113623660	+	MCF2L
chr13	113656116	113656379	+	MCF2L
chr13	113783886	113784702	-	F10-AS1
chr13	113862362	113864517	+	CUL4A
chr13	113917074	113917488	+	MIR8075
chr13	113951096	113951990	+	LAMP1
chr13	114017866	114018463	-	GRTP1
chr13	114067806	114068096	-	LOC101928841
chr13	114144455	114145625	+	TMCO3
chr13	114454895	114455871	-	LINC00552
chr13	114461829	114462490	+	TMEM255B
chr13	114565807	114567206	+	GAS6-AS2
chr13	114897358	114898516	-	RASA3
chr13	115000148	115000874	+	CDC16
chr13	115046754	115048034	+	UPF3A
chr13	115079664	115080365	+	CHAMP1
chr14	19685063	19687329	-	BMS1P22
chr14	19924988	19925432	-	LINC01296
chr14	20881569	20881770	-	TEP1
chr14	20903395	20903720	-	KLHL33
chr14	20922740	20924023	+	APEX1
chr14	20929157	20929708	-	TMEM55B
chr14	21152483	21152740	+	ANG
chr14	21458389	21458608	+	METTL17
chr14	21492735	21494270	-	NDRG2
chr14	21538006	21538665	+	ARHGEF40
chr14	21566540	21566822	+	TMEM253
chr14	21571835	21572520	-	ZNF219
chr14	21737406	21738094	-	HNRNPC
chr14	21851498	21852550	-	SUPT16H
chr14	21944914	21945812	+	TOX4
chr14	21978945	21979699	-	METTL3
chr14	23057921	23058359	-	DAD1
chr14	23067443	23067773	+	ABHD4
chr14	23235774	23236578	+	OXA1L
chr14	23298984	23299313	+	MRPL52
chr14	23305893	23307013	+	MMP14
chr14	23340854	23341492	+	LRP10
chr14	23388092	23388857	+	PRMT5-AS1
chr14	23398410	23398752	+	LOC101926933
chr14	23425982	23426457	-	HAUS4
chr14	23449886	23452174	-	AJUBA
chr14	23479310	23479532	-	C14orf93
chr14	23526481	23527360	-	CDH24
chr14	23563978	23564724	+	C14orf119
chr14	23755121	23755456	-	HOMEZ
chr14	23770512	23771902	-	PPP1R3E
chr14	23790212	23790659	+	PABPN1
chr14	23821087	23822106	-	SLC22A17
chr14	23834435	23835947	-	EFS
chr14	24020002	24020251	-	ZFHX2
chr14	24025006	24025577	+	THTPA
chr14	24036399	24037076	-	AP1G2
chr14	24422770	24423141	+	DHRS4
chr14	24438908	24439446	+	DHRS4L2
chr14	24457864	24458100	+	DHRS4L2
chr14	24476037	24476575	+	DHRS4L1
chr14	24505567	24505796	+	DHRS4L1
chr14	24520989	24521844	+	LRRC16B
chr14	24563256	24563886	+	PCK2
chr14	24583268	24584243	+	DCAF11
chr14	24601498	24601700	+	FITM1
chr14	24605082	24605760	+	PSME1
chr14	24610406	24611158	-	EMC9
chr14	24616322	24617115	+	RNF31
chr14	24641053	24642220	+	REC8
chr14	24657555	24658221	-	IPO4
chr14	24664440	24665507	-	TM9SF1
chr14	24682402	24682837	-	CHMP4A
chr14	24701646	24701992	+	GMPR2
chr14	24711371	24712034	-	TINF2
chr14	24740564	24740942	-	RABGGTA
chr14	24768620	24769364	+	NOP9
chr14	24779874	24780932	+	LTB4R2
chr14	24803678	24804353	-	ADCY4
chr14	24808635	24808992	-	RIPK3
chr14	24835810	24836220	+	NFATC4
chr14	24837872	24838324	+	NFATC4
chr14	24868163	24868590	+	NYNRIN
chr14	24898779	24899288	+	KHNYN
chr14	24911411	24912119	+	LOC101927045
chr14	25518424	25519612	-	STXBP6
chr14	27066313	27066578	-	NOVA1
chr14	29234889	29235908	+	FOXG1
chr14	29254365	29255069	-	LOC105370424
chr14	30396210	30397420	-	PRKD1
chr14	31028133	31028812	+	G2E3
chr14	31343355	31344757	+	COCH
chr14	31494794	31496056	+	AP4S1
chr14	31676011	31677446	-	HECTD1
chr14	31889168	31890024	+	LOC101927124
chr14	31926260	31926810	-	DTD2
chr14	32545276	32547141	+	ARHGAP5
chr14	34419508	34420438	-	EGLN3
chr14	35008526	35009049	-	EAPP
chr14	35098694	35099478	-	SNX6
chr14	35183385	35184196	-	CFL2
chr14	35342845	35344526	-	BAZ1A
chr14	35451634	35452544	+	SRP54
chr14	35515262	35515937	+	FAM177A1
chr14	35591126	35592003	+	KIAA0391
chr14	35761400	35761854	+	PSMA6
chr14	35873047	35873990	-	NFKBIA
chr14	36002598	36005013	+	INSM2
chr14	36277778	36278620	-	RALGAPA1
chr14	36295427	36296030	+	BRMS1L
chr14	36983440	36983738	-	SFTA3
chr14	36986362	36990576	+	NKX2-1-AS1
chr14	37049333	37051726	-	NKX2-8
chr14	37126786	37128274	+	PAX9
chr14	37641232	37641879	+	SLC25A21-AS1
chr14	37666686	37667493	+	MIPOL1
chr14	38063663	38065665	+	TTC6
chr14	38677154	38677787	+	SSTR1
chr14	38724254	38725537	-	CLEC14A
chr14	39572095	39572703	-	SEC23A
chr14	39583458	39583701	+	GEMIN2
chr14	39639364	39639635	-	TRAPPC6B
chr14	39644344	39645022	+	PNN
chr14	39735802	39736902	+	CTAGE5
chr14	39900676	39902206	-	FBXO33
chr14	42075858	42076329	+	LRFN5
chr14	45366387	45367108	+	C14orf28
chr14	45431628	45432115	+	FAM179B
chr14	45553161	45553421	+	PRPF39
chr14	45603373	45603906	-	FKBP3
chr14	45604969	45605475	+	FANCM
chr14	45722148	45722802	-	MIS18BP1
chr14	47120868	47121159	-	RPL10L
chr14	48143433	48145589	-	MDGA2
chr14	50052650	50053033	-	RPS29
chr14	50065184	50066027	+	LRR1
chr14	50086955	50088261	+	MGAT2
chr14	50100315	50102009	-	DNAAF2
chr14	50154754	50155239	-	POLE2
chr14	50159667	50160424	+	KLHDC1
chr14	50234243	50235538	+	KLHDC2
chr14	50319426	50319632	-	NEMF
chr14	50359340	50360797	+	ARF6
chr14	50582970	50583504	-	VCPKMT
chr14	50697800	50698733	-	SOS2
chr14	50778680	50779544	+	ATP5S
chr14	50863088	50863563	-	CDKL1
chr14	50998577	50999711	+	ATL1
chr14	51026872	51027570	+	ATL1
chr14	51134480	51135304	-	SAV1
chr14	51296727	51298477	-	NIN
chr14	51338712	51339146	+	ABHD12B
chr14	51410614	51411464	-	PYGL
chr14	51560116	51562487	-	TRIM9
chr14	51706791	51707499	+	TMX1
chr14	52117975	52119488	+	FRMD6
chr14	52456128	52456593	+	C14orf166
chr14	52534581	52536722	-	NID2
chr14	52734207	52735486	+	PTGDR
chr14	52780687	52781969	+	PTGER2
chr14	53019038	53020214	+	GPR137C
chr14	53161838	53162780	-	ERO1A
chr14	53173752	53174112	+	PSMC6
chr14	53196608	53197450	+	STYX
chr14	53257664	53258400	-	GNPNAT1
chr14	53417108	53418339	-	FERMT2
chr14	53618865	53620039	+	LOC101927620
chr14	54420184	54422958	-	BMP4
chr14	54863423	54864254	+	CDKN3
chr14	54907596	54908237	-	CNIH1
chr14	54955388	54955831	-	GMFB
chr14	54976311	54976995	+	CGRRF1
chr14	55031826	55035030	+	SAMD4A
chr14	55368547	55369913	-	GCH1
chr14	55493614	55494032	+	SOCS4
chr14	55518131	55518957	+	MAPK1IP1L
chr14	55595697	55596692	+	LGALS3
chr14	55658232	55658550	-	DLGAP5
chr14	55737940	55738999	+	FBXO34
chr14	55878302	55878681	-	ATG14
chr14	55907197	55907433	-	TBPL2
chr14	56046634	56047986	+	KTN1
chr14	56232945	56233281	+	RPL13AP3
chr14	56585042	56586234	+	PELI2
chr14	57046472	57046804	+	TMEM260
chr14	57274607	57276840	-	OTX2
chr14	57278709	57279116	+	OTX2-AS1
chr14	57735106	57735704	+	AP5M1
chr14	57856944	57858351	+	NAA30
chr14	58331676	58333121	-	SLC35F4
chr14	58618291	58619220	-	C14orf37
chr14	58666567	58667198	+	ACTR10
chr14	58711351	58711897	+	PSMA3
chr14	58764507	58764961	+	ARID4A
chr14	58862541	58863209	+	TOMM20L
chr14	58893618	58893953	+	KIAA0586
chr14	59104299	59105577	+	DACT1
chr14	59654630	59656330	+	DAAM1
chr14	59930634	59932251	-	GPR135
chr14	59950460	59951527	+	JKAMP
chr14	60043242	60043594	-	CCDC175
chr14	60097208	60097553	-	RTN1
chr14	60336951	60337461	-	RTN1
chr14	60386271	60386750	+	LRRC9
chr14	60558340	60559176	+	PCNX4
chr14	60631740	60632254	-	DHRS7
chr14	60715365	60716759	+	PPM1A
chr14	60951976	60952946	-	C14orf39
chr14	60975732	60978180	+	SIX6
chr14	61114102	61116552	-	SIX1
chr14	61188116	61190772	-	SIX4
chr14	61447663	61448141	+	SLC38A6
chr14	61746804	61748141	-	TMEM30B
chr14	61787880	61789467	+	PRKCH
chr14	62161847	62163231	+	HIF1A
chr14	62228974	62229268	+	SNAPC1
chr14	62583679	62584279	+	LINC00643
chr14	63512022	63512996	-	KCNH5
chr14	64009645	64010525	-	PPP2R5E
chr14	64108343	64108952	-	WDR89
chr14	64194241	64195049	-	SGPP1
chr14	64319622	64320526	+	SYNE2
chr14	64760859	64761241	-	ESR2
chr14	64805109	64805785	-	ESR2
chr14	64854203	64855024	+	MTHFD1
chr14	64931879	64932542	+	AKAP5
chr14	64969967	64972180	+	ZBTB1
chr14	65006874	65009197	+	HSPA2
chr14	65016516	65016909	+	PPP1R36
chr14	65170876	65172007	+	PLEKHG3
chr14	65381075	65381382	+	CHURC1-FNTB
chr14	65438412	65439363	-	RAB15
chr14	65453387	65453998	+	FNTB
chr14	65568454	65570009	-	MAX
chr14	65878486	65880370	+	FUT8
chr14	66974369	66976235	+	GPHN
chr14	67707753	67708647	+	MPP5
chr14	67826139	67827526	+	EIF2S1
chr14	67878534	67879167	-	PLEK2
chr14	67981514	67982380	-	TMEM229B
chr14	67999568	68000440	+	PLEKHH1
chr14	68066584	68067134	-	PIGH
chr14	68086277	68086957	+	ARG2
chr14	68140972	68141882	-	VTI1B
chr14	69259612	69262900	-	ZFP36L1
chr14	69444639	69446826	+	ACTN1-AS1
chr14	69618336	69619091	-	DCAF5
chr14	69658127	69658773	+	EXD2
chr14	69726250	69728393	+	GALNT16
chr14	69864713	69865073	+	SLC39A9
chr14	69950459	69951916	+	PLEKHD1
chr14	70041213	70041662	-	CCDC177
chr14	70078317	70079077	+	SUSD6
chr14	70233570	70234668	+	SRSF5
chr14	70345943	70346527	+	SMOC1
chr14	70655095	70656077	-	SLC8A3
chr14	70826255	70826580	-	COX16
chr14	71108008	71109332	+	TTC9
chr14	71275512	71276571	-	MAP3K9
chr14	71373964	71375402	+	PCNX1
chr14	72398664	72399554	+	RGS6
chr14	73358789	73360934	-	DPF3
chr14	73392696	73393616	+	DCAF4
chr14	73493461	73493970	-	ZFYVE1
chr14	73524989	73525752	+	RBM25
chr14	73602898	73603747	+	PSEN1
chr14	73704054	73705106	+	PAPLN
chr14	73712288	73712911	-	LOC101928123
chr14	73924588	73924980	-	NUMB
chr14	73957750	73958889	+	C14orf169
chr14	74004122	74004683	+	ACOT1
chr14	74036127	74036662	+	ACOT2
chr14	74058400	74059116	+	ACOT4
chr14	74111560	74111766	+	DNAL1
chr14	74180518	74181264	-	PNMA1
chr14	74225626	74227209	+	MIR4505
chr14	74253387	74254188	+	LOC100506476
chr14	74318412	74318785	+	PTGR2
chr14	74353202	74353831	+	ZNF410
chr14	74416857	74417358	+	COQ6
chr14	74485325	74486356	+	BBOF1
chr14	74551326	74551706	+	LIN52
chr14	74706188	74708192	+	VSX2
chr14	74769366	74769815	-	ABCD4
chr14	74892466	74893184	-	SYNDIG1L
chr14	74959680	74960907	+	ISCA2
chr14	75077317	75079596	-	LTBP2
chr14	75179629	75179875	+	FCF1
chr14	75229927	75230531	+	YLPM1
chr14	75348485	75349061	+	DLST
chr14	75389712	75390133	-	RPS6KL1
chr14	75422068	75422507	-	PGF
chr14	75469315	75469882	+	EIF2B2
chr14	75517717	75518224	-	MLH3
chr14	75535825	75536376	+	ZC2HC1C
chr14	75593293	75594011	-	NEK9
chr14	75642864	75643376	-	TMED10
chr14	75743683	75746798	+	FOS
chr14	75760750	75761214	+	LINC01220
chr14	75894308	75895469	+	JDP2
chr14	76044590	76045102	+	FLVCR2
chr14	76127255	76127914	+	TTLL5
chr14	76448623	76449389	-	TGFB3
chr14	76452079	76452542	+	IFT43
chr14	76618138	76618452	+	GPATCH2L
chr14	77227569	77228691	+	VASH1
chr14	77278573	77279409	-	ANGEL1
chr14	77491938	77495276	-	IRF2BPL
chr14	77563965	77564697	+	CIPC
chr14	77605885	77608304	-	ZDHHC22
chr14	77648108	77648328	+	TMEM63C
chr14	77736733	77737772	-	NGB
chr14	77786690	77787794	+	GSTZ1
chr14	77843101	77843746	+	SAMD15
chr14	77923870	77924596	+	AHSA1
chr14	77964571	77965670	-	ISM2
chr14	78082584	78083250	-	SPTLC2
chr14	78174054	78174550	+	SLIRP
chr14	78227054	78227575	+	C14orf178
chr14	78266347	78266735	+	ADCK1
chr14	79745153	79746059	+	NRXN3
chr14	81421294	81421561	+	TSHR
chr14	81686385	81687885	+	LOC101928504
chr14	81999751	82000434	-	SEL1L
chr14	85996494	85996958	+	FLRT2
chr14	88459118	88459689	-	GALC
chr14	88789600	88790493	-	KCNK10
chr14	88792904	88793324	-	KCNK10
chr14	88851883	88852285	+	SPATA7
chr14	89020849	89021446	-	PTPN21
chr14	89029178	89029938	+	ZC3H14
chr14	89258396	89259587	-	EML5
chr14	89290918	89291355	+	TTC8
chr14	89882421	89884278	+	FOXN3-AS1
chr14	90085365	90085711	-	FOXN3
chr14	90420900	90421175	-	EFCAB11
chr14	90422142	90422593	+	TDP1
chr14	90526696	90528951	+	KCNK13
chr14	90722855	90723302	+	PSMC1
chr14	90798164	90798394	-	NRDE2
chr14	90863043	90864903	+	CALM1
chr14	91282227	91282757	-	TTC7B
chr14	91526233	91527552	-	RPS6KA5
chr14	91719576	91720228	-	GPR68
chr14	91883361	91883566	-	CCDC88C
chr14	91975670	91977326	-	PPP4R3A
chr14	92302201	92303078	-	TC2N
chr14	92413581	92414324	-	FBLN5
chr14	92505998	92506811	-	TRIP11
chr14	92572554	92573103	-	ATXN3
chr14	92587549	92589022	+	CPSF2
chr14	92788913	92789204	+	SLC24A4
chr14	92979726	92981228	+	RIN3
chr14	93260307	93260924	+	GOLGA5
chr14	93389245	93389899	+	CHGA
chr14	93581083	93582797	-	ITPK1
chr14	93650745	93651652	+	TMEM251
chr14	93673128	93673917	+	UBR7
chr14	93798709	93799804	+	UNC79
chr14	93813483	93814111	+	COX8C
chr14	94253952	94255733	-	PRIMA1
chr14	94492639	94493297	+	OTUB2
chr14	94547001	94547665	+	IFI27L1
chr14	94640366	94641648	+	PPP4R4
chr14	95234612	95236569	-	GSC
chr14	95623080	95624220	+	DICER1-AS1
chr14	95785752	95786151	-	CLMN
chr14	96000676	96001865	+	GLRX5
chr14	96180256	96180848	-	TCL1A
chr14	96342209	96343570	+	TUNAR
chr14	96505311	96506402	+	C14orf132
chr14	96829340	96830334	+	GSKIP
chr14	96857611	96858125	+	AK7
chr14	96968154	96969371	+	PAPOLA
chr14	97263559	97264274	+	VRK1
chr14	99736040	99737584	-	BCL11B
chr14	99946161	99948188	+	CCNK
chr14	100069475	100071813	-	CCDC85C
chr14	100111120	100111906	+	HHIPL1
chr14	100149727	100151073	+	CYP46A1
chr14	100259160	100259542	+	EML1
chr14	100625319	100626461	-	DEGS2
chr14	100704362	100707067	+	YY1
chr14	100771820	100773673	+	MIR345
chr14	100842339	100842931	+	WDR25
chr14	101033876	101035229	-	BEGAIN
chr14	101192851	101193499	+	DLK1
chr14	101292043	101292709	+	MEG3
chr14	101348385	101348698	+	MIR433
chr14	101349372	101349860	+	MIR432
chr14	101531643	101532384	+	MIR410
chr14	101908781	101909022	+	LOC100507277
chr14	102025989	102031567	+	DIO3
chr14	102227441	102228854	+	PPP2R5C
chr14	102430636	102431898	+	DYNC1H1
chr14	102552721	102554068	-	HSP90AA1
chr14	102605597	102606977	+	WDR20
chr14	102771116	102771718	-	MOK
chr14	102785930	102786538	+	ZNF839
chr14	102829156	102829873	+	TECPR2
chr14	102973317	102976666	-	ANKRD9
chr14	103057926	103060044	+	RCOR1
chr14	103389016	103390248	+	AMN
chr14	103522988	103524431	-	CDC42BPB
chr14	103593234	103593923	+	TNFAIP2
chr14	103655241	103655928	-	LINC00605
chr14	103799809	103801661	+	EIF5
chr14	103851217	103852708	+	MARK3
chr14	103987063	103989796	-	CKB
chr14	103995404	103995772	+	TRMT61A
chr14	104028308	104029671	+	APOPT1
chr14	104094551	104096361	+	KLC1
chr14	104181378	104182952	+	ZFYVE21
chr14	104313161	104314990	+	LINC00637
chr14	104387580	104388036	-	C14orf2
chr14	104394529	104395234	+	TDRD9
chr14	104552012	104552478	+	ASPG
chr14	104583036	104584574	+	MIR203A
chr14	104601959	104605672	+	KIF26A
chr14	105070518	105071463	-	TMEM179
chr14	105144247	105144503	-	MIR4710
chr14	105155520	105156573	+	INF2
chr14	105189927	105190864	+	ADSSL1
chr14	105218366	105218620	+	SIVA1
chr14	105261334	105261624	-	AKT1
chr14	105266444	105267838	+	ZBTB42
chr14	105330514	105332186	+	CEP170B
chr14	105444319	105445225	-	AHNAK2
chr14	105451903	105452561	+	C14orf79
chr14	105486611	105487915	-	CDCA4
chr14	105559492	105560409	+	LOC102723354
chr14	105616987	105617309	-	MIR6765
chr14	105647469	105647827	-	NUDT14
chr14	105714491	105716325	+	BTBD6
chr14	105766558	105767996	+	PACS2
chr14	105780339	105782027	+	PACS2
chr14	105864480	105865465	+	TEX22
chr14	105940325	105941900	+	CRIP2
chr14	105944421	105945700	+	CRIP2
chr14	105952603	105954296	+	CRIP1
chr14	105956175	105958197	+	C14orf80
chr14	105992499	105996414	+	TMEM121
chr14	106138654	106139261	-	ELK2AP
chr14	106743602	106743837	+	LINC00226
chr14	106938196	106938818	+	LINC00221
chr15	20711403	20711823	-	HERC2P3
chr15	20960779	20961647	-	NBEAP1
chr15	22545218	22547291	+	REREP3
chr15	22833282	22833911	+	TUBGCP5
chr15	22891937	22893998	+	CYFIP1
chr15	23033933	23034710	-	NIPA2
chr15	23085441	23086898	-	NIPA1
chr15	23115057	23115471	-	LOC283683
chr15	23207949	23208796	-	WHAMMP3
